purchase_order_id,shipment_id,container_id,product_id,consignee_company_id,supplier_company_id,purchase_order_created_date,purchase_order_requested_cargo_ready_date,purchase_order_requested_delivery_date,booking_created_date,booking_cargo_ready_date,purchase_order_sku_count,purchase_order_sku_price,booking_sku_count,shipped_sku_count,shipped_sku_price
13026,432424,119756,67865,546609,632221,2018-12-04 03:04:16.494345,2018-11-08,2018-12-17,2018-10-17 09:19:46.829411,2018-11-08,15815,1.54,15815,15815,1.54
27996,523444,,1704578,546609,633726,2019-04-26 02:01:08.269765,2019-05-01,2019-06-14,2019-04-17 04:48:06.638025,2019-05-01,2214,4.07,2214,,
37152,556457,,3015801,656536,668660,2019-05-14 09:04:16.689048,2019-06-21,2019-07-05,2019-06-12 13:09:10.544411,2019-06-21,355,16.13,355,,
28613,540038,,2964699,656536,668561,2019-04-18 05:50:38.289428,2019-05-20,2019-05-27,2019-05-15 07:12:45.656632,2019-05-20,650,21.20,650,,
10004,372542,,1383673,656536,668555,2018-08-03 08:02:49.671409,2018-08-03,2018-08-16,2018-08-06 12:08:48.982463,2018-08-07,591,19.95,626,,
50847,604966,223029,3106748,683679,752454,2019-08-16 19:53:21.207964,2019-10-09,2019-10-09,2019-08-26 06:47:43.389126,2019-08-29,492,192.01,492,492,192.01
11144,362332,98759,553546,546609,631676,2018-09-26 02:07:10.931618,2018-09-07,2018-10-08,2018-07-28 01:24:03.330153,2018-08-30,1538,27.07,1538,1538,27.07
7518,246492,,48916,546609,631676,2018-08-08 22:08:48.779494,2018-05-07,2018-06-18,2018-04-10 08:46:57.351078,2018-05-10,668,26.48,668,668,21.31
32080,527134,,2921618,656536,702454,2019-04-23 09:45:32.870208,2019-04-26,2019-05-06,2019-04-23 13:20:00.838772,2019-04-23,182,14.13,148,,
26918,556255,,2726699,656536,702454,2019-02-19 12:34:31.134535,2019-06-20,2019-08-01,2019-06-12 07:56:38.295955,2019-06-20,133,27.44,133,,
35726,542692,,2995546,656536,668631,2019-06-18 14:22:55.619831,2019-06-04,2019-06-12,2019-05-20 09:40:12.569047,2019-06-07,360,14.47,296,,
42211,559601,201144,3105613,683679,748633,2019-07-16 16:23:06.507199,2019-08-03,2019-09-04,2019-06-21 09:45:00.743054,2019-07-31,1024,,1024,1024,3.72
14655,452045,,1024517,546609,654310,2019-01-17 03:02:08.702336,2018-12-20,2019-01-11,2018-11-23 00:36:57.594826,2018-12-20,7501,24.59,8654,8654,24.59
43122,599874,,3194103,656536,668631,2019-09-09 07:16:31.924939,2019-09-27,2019-10-11,2019-08-19 08:14:31.048011,2019-09-02,167,30.10,167,,
46841,614013,,3173757,683679,749342,2019-07-16 16:23:04.90706,2019-09-28,2019-10-06,2019-09-06 09:03:16.803,2019-09-28,13830,,13830,,
11130,354428,,1679299,656536,668573,2018-07-10 08:22:26.397155,2018-07-27,2018-09-07,2018-07-23 05:29:10.159371,2018-07-30,709,25.44,709,,
41061,550245,198005,661944,546609,631676,2019-08-13 15:49:12.397431,,2019-08-16,2019-06-01 07:35:42.36331,2019-07-10,527,32.33,527,527,32.31
43489,590950,,2948274,656536,702454,2019-07-19 13:53:29.357711,2019-08-07,2019-09-22,2019-09-06 05:41:59.519659,2019-09-09,483,31.26,483,,
53641,602600,,3107455,683679,748415,2019-08-15 22:00:24.286591,2019-12-10,2019-12-10,2019-08-22 03:06:36.369666,2019-09-29,102,31.83,102,,
14188,460929,132919,1145654,546609,639362,2019-06-09 20:35:10.560786,2018-12-17,2019-01-21,2018-12-11 02:46:36.040078,2018-12-17,5272,1.71,5272,5272,1.71
8715,253687,,1350782,546609,639363,2018-08-08 22:09:38.457226,2018-04-20,2018-06-01,2018-04-17 13:45:44.99967,,5496,4.34,5496,,
46085,558406,194535,3139773,728908,739474,2019-08-07 12:55:29.268926,2019-07-30,2019-08-05,2019-06-15 02:03:31.900461,2019-06-27,2879,97.92,2799,1359,97.92
46828,570931,,3107508,683679,748103,2019-07-16 16:23:03.825044,2019-09-15,2019-09-15,2019-08-20 05:19:49.886546,2019-08-21,676,,256,676,204.44
52744,610026,,3105223,683679,749342,2019-08-15 14:00:23.481245,2019-12-05,2019-12-05,2019-09-02 08:13:56.210176,2019-11-15,691,49.04,691,,
15634,470601,,2354797,656536,668561,2018-10-31 17:01:57.148985,2019-01-04,2019-02-15,2018-12-29 06:47:04.154775,2018-12-29,153,36.50,153,,
7744,358797,,1396556,656536,668570,2018-03-01 15:42:15.810962,2018-06-27,2018-08-01,2018-07-25 17:49:29.782428,2018-07-25,547,47.81,547,,
46142,576080,,2828223,656536,668631,2019-06-28 08:17:30.046205,2019-08-06,2019-09-23,2019-07-15 02:11:06.073279,2019-07-29,355,17.46,355,,
45003,582015,213112,3315831,730503,754566,2019-06-20 20:06:45.944925,2019-08-05,2019-09-22,2019-07-23 08:44:27.045907,2019-08-12,103,844.53,103,103,844.53
34202,554460,,2944753,656536,668561,2019-04-14 16:43:06.733022,2019-06-17,2019-07-01,2019-06-10 06:55:03.321929,2019-06-17,103,30.76,103,,
50866,589124,226892,3107854,683679,749589,2019-07-31 20:00:34.653906,2019-09-21,2019-11-23,2019-08-02 08:49:29.101151,2019-08-30,102,211.18,102,102,211.18
15467,441711,,2354978,656536,702454,2018-10-31 10:14:39.460591,2018-12-03,2019-01-18,2018-11-02 06:12:28.614568,2018-12-07,281,24.86,281,,
52739,602606,,3107229,683679,748103,2019-08-14 20:00:20.113315,2019-10-12,2019-11-21,2019-08-22 03:20:28.711565,2019-09-25,983,7.17,983,,
13956,441711,,2139767,656536,702454,2018-10-03 15:05:26.050038,2018-11-10,2018-12-13,2018-11-02 06:12:28.614568,2018-12-07,138,22.45,138,,
4426,135515,,49028,546609,632222,2018-08-08 22:09:50.202489,2017-12-22,2018-02-02,2017-11-30 06:47:10.712132,2017-12-21,3163,2.75,3163,3163,2.76
48487,586440,222355,3107930,683679,748103,2019-07-17 17:40:32.335792,2019-09-14,2019-11-07,2019-07-30 08:23:23.873934,2019-08-30,51,70.56,51,51,64.57
42384,574370,,2809705,656536,668660,2019-06-11 14:18:28.596913,2019-07-16,2019-07-30,2019-07-11 03:13:43.981932,2019-07-17,2266,16.63,2266,,
48490,589084,,3107336,683679,749243,2019-07-17 22:00:05.657286,2019-09-21,2019-09-30,2019-08-02 08:07:06.101135,2019-09-10,512,13.29,1024,,
27430,530366,,2833019,656536,668561,2019-05-07 07:58:07.061293,2019-05-06,2019-05-20,2019-04-28 09:00:35.568898,2019-05-06,59,14.97,64,,
42812,567231,200546,3177533,730503,751328,2019-06-20 20:06:43.849296,2019-07-05,2019-09-01,2019-06-28 12:55:17.10214,2019-07-01,686,55.04,686,686,55.04
35275,527825,,2987557,656536,702454,2019-04-24 08:00:07.994779,2019-04-30,2019-06-04,2019-04-24 07:44:18.558388,2019-04-30,153,19.12,153,,
11450,374097,102328,48922,546609,631676,2018-09-26 02:03:39.363739,2018-09-16,2018-10-15,2018-08-07 08:16:05.712462,2018-09-13,879,32.21,879,879,32.21
35442,561532,,2407022,656536,668660,2019-06-05 08:56:15.540632,2019-06-20,2019-06-29,2019-06-20 09:08:02.605638,2019-06-21,49,23.61,49,,
52772,596002,,3315879,730503,754553,2019-09-06 17:37:10.936675,2019-09-10,2019-10-20,2019-08-13 09:38:35.438922,2019-08-31,48,951.07,48,,
10261,418482,110628,1589393,546609,639363,2018-10-30 02:03:50.173351,2018-09-01,2018-10-12,2018-09-20 12:27:58.730485,2018-10-10,7442,25.05,7442,7442,25.05
49620,614013,,3105729,683679,748633,2019-08-28 06:30:31.769302,2019-12-10,,2019-09-06 09:03:16.803,2019-09-28,589,8.20,589,589,8.19
48485,586440,222355,3106306,683679,748103,2019-08-28 06:26:20.247258,2019-09-14,2019-09-25,2019-07-30 08:23:23.873934,2019-08-30,410,23.33,410,410,21.33
42621,556263,,3177343,730503,751311,2019-06-20 20:06:41.739801,2019-07-01,2019-08-11,2019-06-12 08:00:37.836945,2019-06-27,2277,55.19,2277,2277,55.19
42654,552494,,3177130,730503,751350,2019-06-20 20:06:45.895905,2019-06-24,2019-08-04,2019-06-05 09:45:26.492131,2019-06-15,1200,413.17,1132,,
7146,293161,,1384566,656536,668631,2018-06-05 09:08:49.691307,2018-06-09,2018-07-27,2018-05-28 10:16:02.0406,2018-06-09,296,15.80,296,,
42227,559601,201144,3105537,683679,748633,2019-07-16 16:23:06.599842,2019-08-03,2019-09-04,2019-06-21 09:45:00.743054,2019-07-31,2049,,5122,2049,7.13
3935,105116,,1024343,546609,631676,2017-10-19 19:36:07.188945,2017-07-21,2017-09-29,2017-08-14 06:56:10.590778,2017-09-06,176,92.15,176,176,92.15
48495,608741,,3323341,683679,748121,2019-08-28 03:02:33.946681,2019-10-18,2019-10-18,2019-08-30 02:50:18.796172,2019-09-11,11064,5.88,11064,,
11643,416539,,1741458,656536,668631,2018-07-23 11:09:19.468143,2018-09-30,2018-10-14,2018-09-18 03:02:51.379609,2018-09-28,44,29.27,44,,
42709,558796,,3177239,730503,751311,2019-06-20 20:06:41.938,2019-07-01,2019-08-11,2019-06-17 07:23:26.684717,2019-06-26,754,97.45,754,,
11480,354559,,1741502,656536,668631,2018-08-10 13:16:11.411505,2018-08-03,2018-08-13,2018-07-23 07:07:49.887734,2018-08-04,251,23.28,251,,
9136,377622,,1510600,656536,668561,2018-07-31 11:20:09.098481,2018-08-24,2018-09-07,2018-08-16 05:30:37.823894,2018-08-16,355,15.05,355,,
49623,614013,,3106089,683679,748633,2019-07-22 22:00:22.62144,2019-11-29,2019-11-29,2019-09-06 09:03:16.803,2019-09-28,18440,6.62,36879,,
10118,345942,,1589328,546609,633728,2018-12-04 03:01:23.368875,2018-08-10,2018-09-21,2018-07-16 02:41:50.342876,2018-08-10,220,156.13,220,,
42869,571577,,3176599,730503,751314,2019-06-20 20:06:44.566595,2019-07-22,2019-09-08,2019-07-08 02:27:13.537135,2019-07-20,247,519.71,247,,
45878,574464,209783,2708850,546609,633728,2019-08-27 02:02:55.62296,2019-08-05,2019-08-30,2019-07-11 06:06:38.961123,2019-08-05,237,6.99,237,237,6.99
13955,441711,,2139766,656536,702454,2018-10-03 15:04:32.178773,2018-11-10,2018-12-13,2018-11-02 06:12:28.614568,2018-12-07,99,25.77,99,,
15247,463164,,2351053,656536,668403,2018-11-12 08:09:28.126944,2018-12-30,2019-01-13,2018-12-14 03:16:56.001864,2018-12-30,443,17.38,443,,
25657,481873,159077,77100,546609,639558,2019-04-19 02:02:41.282873,2019-03-30,2019-05-11,2019-01-19 09:58:30.187679,2019-03-30,659,30.47,659,659,30.46
27533,512928,,2523691,656536,668561,2019-02-28 09:53:54.81644,2019-04-10,2019-04-24,2019-03-29 07:52:39.081806,2019-04-03,197,27.44,197,,
27487,512972,169934,1063181,546609,639558,2019-04-19 02:04:11.589127,2019-04-30,2019-06-04,2019-03-29 08:49:02.378166,2019-04-30,1098,37.50,1098,1098,37.52
9619,316842,,1571155,678526,678629,2018-05-16 23:12:59.063836,2018-06-29,,2018-06-20 06:42:31.170252,2018-06-29,2944,10.46,767,,
16806,478384,,2390225,656536,702454,2018-11-07 13:09:11.382685,2019-01-25,2019-03-01,2019-01-14 11:37:53.42441,2019-01-26,443,22.53,443,,
7571,293161,,1395357,656536,668631,2018-03-01 07:56:40.068527,2018-06-16,2018-07-28,2018-05-28 10:16:02.0406,2018-06-09,458,33.92,458,,
42164,562984,207151,3105868,683679,749342,2019-08-12 16:00:19.742572,2019-09-07,2019-09-15,2019-07-30 04:07:45.099178,2019-08-23,3073,49.43,2274,1537,49.43
26085,499774,,2070885,656536,668631,2019-01-17 09:12:08.933933,2019-03-24,2019-04-07,2019-03-05 09:54:48.662616,2019-03-24,89,45.40,89,,
6924,280109,,49028,546609,632222,2018-08-08 22:08:55.747089,2018-06-08,2018-07-13,2018-05-15 08:11:51.648441,2018-06-09,3954,2.75,3954,3954,2.76
7577,333390,,1395375,656536,668631,2018-05-08 09:04:00.994668,2018-07-15,2018-09-01,2018-07-04 06:59:03.897603,2018-07-19,749,41.07,749,,
42936,563728,,3177782,730503,751347,2019-06-20 20:06:45.163575,2019-06-24,2019-08-11,2019-06-24 17:28:13.225666,2019-06-25,823,19.75,823,,
43099,576080,,1386226,656536,668631,2019-06-12 07:57:14.364618,2019-07-29,2019-09-15,2019-07-15 02:11:06.073279,2019-07-29,468,17.29,468,,
32513,543185,,2926131,656536,702454,2019-04-10 15:07:36.486887,2019-05-27,2019-07-06,2019-05-21 04:18:15.792598,2019-05-27,5,22.45,5,,
11883,369046,,1576914,656536,668573,2018-08-01 08:33:38.882114,2018-08-22,2018-09-05,2018-08-02 17:22:24.253301,2018-08-20,236,16.55,236,,
8461,309506,,1438998,656536,668631,2018-03-26 14:40:59.996432,2018-06-25,2018-07-06,2018-06-13 02:40:47.237787,2018-06-29,887,23.28,887,,
30114,526051,,2867202,656536,668631,2019-05-06 06:46:42.220486,2019-04-30,2019-05-13,2019-04-22 06:31:37.930071,2019-04-29,99,20.45,99,,
53650,607993,,3107378,683679,748394,2019-08-20 16:01:27.047442,2019-10-19,2019-11-12,2019-08-29 07:44:16.357341,2019-10-15,1024,35.67,1024,,
46838,579004,228569,3105217,683679,749342,2019-07-16 16:23:04.79056,2019-09-28,2019-10-26,2019-09-06 09:03:16.803,2019-09-28,51,,51,51,61.94
11660,409906,,1395357,656536,668631,2018-07-23 11:41:50.931766,2018-09-20,2018-10-04,2018-09-05 06:13:23.587222,2018-09-20,153,33.92,153,,
53647,608081,,3106278,683679,748386,2019-08-15 22:00:32.308934,2019-10-19,2019-11-15,2019-08-29 09:10:25.492986,2019-10-18,973,11.76,973,,
43351,599874,,1395358,656536,668631,2019-06-13 12:50:41.685312,2019-08-30,2019-10-17,2019-08-19 08:14:31.048011,2019-09-02,2365,33.92,2365,,
29812,531344,,2862541,656536,702454,2019-03-19 15:06:05.549631,2019-05-07,2019-06-22,2019-04-30 02:55:44.115661,2019-05-10,281,19.12,281,,
5177,149328,,1209863,546609,631676,2019-06-09 20:35:11.229158,2018-04-09,2018-05-21,2018-01-18 03:00:35.734051,2018-03-12,668,26.54,668,668,21.06
12234,430749,,1980072,656536,668631,2018-08-10 14:00:44.718432,2018-10-20,2018-11-03,2018-10-15 08:24:55.290415,2018-10-22,89,42.40,89,,
26993,503860,168551,2150435,546609,632221,2019-04-19 02:03:53.362652,2019-05-01,2019-06-05,2019-03-13 07:46:14.769834,2019-04-29,28572,4.33,28572,28572,4.33
34837,550236,,2969573,546609,631676,2019-07-31 02:01:23.677965,2019-07-13,2019-08-16,2019-06-01 07:09:08.878324,2019-07-08,879,102.53,879,,
42232,558432,201165,557834,546609,631676,2019-08-20 02:03:22.447144,2019-07-22,2019-08-23,2019-06-15 03:53:18.160769,2019-07-17,659,26.63,659,659,26.62
42220,562235,,3106204,683679,748103,2019-07-16 16:23:06.071867,2019-08-03,2019-08-20,2019-07-05 07:23:57.960477,2019-08-17,51,,51,51,54.88
46569,570204,,3106994,683679,749243,2019-07-16 16:23:05.499785,2019-09-07,2019-10-07,2019-07-04 02:27:51.492812,2019-08-27,512,,512,512,37.71
49619,614013,,3105718,683679,748633,2019-07-22 22:00:09.868221,2019-09-28,2019-11-23,2019-09-06 09:03:16.803,2019-09-28,1537,2.24,1537,,
42227,559601,201144,3105772,683679,748633,2019-07-16 16:23:06.599842,2019-08-03,2019-09-04,2019-06-21 09:45:00.743054,2019-07-31,287,,1434,287,6.27
8386,269953,,1215506,546609,639363,2018-08-08 22:08:50.24892,2018-05-28,2018-07-09,2018-05-04 07:52:04.760213,2018-05-28,8790,10.34,8790,8790,10.34
13457,440480,127493,463105,546609,631676,2019-06-09 20:35:11.023695,2018-11-26,2019-01-09,2018-10-31 09:02:22.830858,2018-12-06,1072,27.11,1072,1072,20.79
8713,283420,,1215507,546609,639363,2018-07-31 21:22:54.087803,2018-06-15,2018-07-27,2018-05-17 13:26:06.610554,2018-06-10,6590,10.76,6590,6590,10.76
11484,354559,,1741524,656536,668631,2018-08-10 13:17:47.941952,2018-08-03,2018-08-13,2018-07-23 07:07:49.887734,2018-08-04,365,21.95,365,,
52740,602606,,3107798,683679,748103,2019-08-14 20:00:22.643615,2019-10-12,2019-11-02,2019-08-22 03:20:28.711565,2019-09-25,246,7.17,246,,
44988,589803,214197,3179217,730503,754550,2019-07-31 23:55:06.513691,2019-08-26,2019-10-13,2019-08-05 00:28:40.201539,2019-08-26,4938,8.89,4938,4938,8.89
44809,582888,218076,3176368,730503,754655,2019-06-20 20:06:42.237316,2019-07-22,2019-09-08,2019-07-25 09:34:41.756168,2019-08-05,6913,5.20,6913,3456,5.20
14879,465109,139752,52310,546609,649537,2019-06-09 20:35:10.487483,2019-01-15,2019-02-25,2018-12-18 07:02:02.638063,2019-01-15,883,5.45,883,883,5.45
44889,580349,206849,3176594,730503,754560,2019-06-20 20:06:43.329607,2019-07-22,2019-09-01,2019-07-19 14:11:41.25183,2019-07-27,4979,19.49,4979,4759,19.49
12610,427643,116640,1344531,546609,639363,2018-12-09 00:11:19.65668,2018-10-29,2018-11-30,2018-10-09 11:29:07.139119,2018-10-29,6827,7.83,6827,6827,7.83
50896,587553,,3177343,730503,751311,2019-08-23 23:52:25.931479,2019-08-27,2019-10-06,2019-07-31 10:54:42.253401,2019-08-16,1646,55.19,1646,1646,55.19
15526,470601,,2355432,656536,668561,2018-11-01 07:30:54.525131,2019-01-04,2019-02-15,2018-12-29 06:47:04.154775,2018-12-29,20,36.00,20,,
12233,422991,,1950836,656536,668660,2018-10-04 14:13:33.772943,2018-10-12,2018-10-26,2018-09-28 10:49:18.548925,2018-10-10,636,20.79,1271,,
6153,233471,,1215526,546609,610548,2018-08-08 22:09:51.592575,2018-04-02,2018-05-14,2018-03-26 04:00:36.997914,2018-04-02,6590,8.10,6590,6590,8.10
7230,329912,,1385740,656536,668587,2018-02-28 14:37:08.002404,2018-06-29,2018-08-10,2018-07-02 01:45:38.260641,2018-07-27,103,19.29,103,,
43775,569701,199518,2814334,546609,632222,2019-08-07 02:01:05.37714,2019-07-05,2019-08-09,2019-07-03 09:09:59.231257,2019-07-09,8083,4.93,8083,8083,4.93
42168,571877,,3105259,683679,749342,2019-08-12 16:00:29.220808,2019-09-07,2019-09-15,2019-07-30 04:07:45.099178,2019-08-23,256,21.40,128,,
26395,556255,,2726726,656536,702454,2019-04-23 13:42:37.096932,2019-06-20,2019-08-01,2019-06-12 07:56:38.295955,2019-06-20,148,27.94,148,,
4258,120608,,1161575,546609,632221,2018-08-08 22:09:36.532429,2017-11-06,2017-12-18,2017-10-12 02:14:24.796665,2017-10-25,8786,1.15,8786,,
46596,570429,,3107304,683679,748415,2019-07-12 20:16:23.478479,2019-09-28,,2019-07-04 07:36:01.416191,2019-08-14,51,,51,51,43.98
36025,531344,,2926262,656536,702454,2019-04-30 05:47:24.254921,2019-04-30,2019-06-04,2019-04-30 02:55:44.115661,2019-05-10,30,31.59,59,,
7238,329912,,1385837,656536,668587,2018-05-08 09:07:40.611023,2018-07-27,2018-09-07,2018-07-02 01:45:38.260641,2018-07-27,25,20.29,25,,
10225,304882,,1024488,546609,639363,2018-08-17 17:50:08.279172,,2018-08-17,2018-06-08 05:22:59.418608,2018-07-13,8786,21.27,8786,8786,21.27
40176,550242,192924,3094819,546609,631676,2019-07-30 23:38:37.295324,,2019-08-05,2019-06-01 07:31:29.50112,2019-06-26,18468,12.37,18468,18468,12.37
46595,570429,,3107617,683679,748415,2019-07-12 20:16:23.480966,2019-09-28,,2019-07-04 07:36:01.416191,2019-08-14,51,,51,51,36.89
6125,234995,,1024461,546609,633726,2018-08-08 22:09:39.433181,2018-04-06,2018-05-11,2018-03-27 08:56:09.617224,2018-04-02,17572,13.94,17572,17572,13.94
7677,312585,,1396097,656536,668573,2018-04-06 08:16:43.137191,2018-06-21,2018-08-02,2018-06-15 06:03:56.913757,2018-06-21,222,14.97,222,,
46588,572019,,3107069,683679,748386,2019-07-12 19:37:12.860898,2019-08-31,2019-10-06,2019-07-08 11:41:48.46944,2019-08-31,205,,51,,
9336,333390,,1541423,656536,668631,2018-07-09 11:10:02.859439,2018-08-01,2018-09-18,2018-07-19 09:52:25.469296,2018-08-04,709,22.45,709,,
10287,420721,114948,1589399,546609,639363,2018-11-27 21:43:42.367138,,2018-10-26,2018-09-25 12:15:10.536923,2018-10-30,1617,101.20,1617,1617,101.20
7223,333390,,1385681,656536,668631,2018-02-28 14:35:06.084467,2018-07-15,2018-08-26,2018-07-04 06:59:03.897603,2018-07-19,665,39.08,665,,
30115,529338,,2867305,656536,668403,2019-05-07 08:56:19.82568,2019-04-29,2019-05-07,2019-04-26 05:31:29.501193,2019-04-29,99,16.55,99,,
51906,607318,,3578153,656536,668660,2019-08-07 12:52:02.03844,2019-08-30,2019-09-13,2019-08-28 13:26:18.69328,2019-08-30,148,42.74,148,,
48479,580809,,3107347,683679,748415,2019-07-12 19:37:11.936217,2019-10-30,2019-10-30,2019-07-22 02:27:15.667269,2019-09-01,51,,51,,
11559,371405,,1744592,656536,668574,2018-07-23 07:54:24.852149,2018-08-06,2018-08-20,2018-08-04 06:30:44.727176,2018-08-06,39,11.56,39,,
51007,554473,,3555966,730503,750761,2019-07-31 23:55:09.139803,2019-07-01,2019-08-04,2019-06-10 07:05:28.19277,2019-06-24,21,951.07,21,,
46833,570773,221753,3105789,683679,748633,2019-07-16 16:23:04.104473,2019-09-07,2019-10-08,2019-07-05 03:01:39.433463,2019-09-03,384,,717,384,14.47
11049,419243,,1671959,656536,668574,2018-07-09 06:26:36.971905,2018-09-26,2018-10-10,2018-09-21 12:22:17.986136,2018-09-26,64,21.98,64,,
29804,546370,,2944854,656536,668561,2019-05-23 12:56:16.097966,2019-05-31,2019-06-14,2019-05-27 01:54:29.243239,2019-05-31,15,17.96,15,,
14725,451074,,2248236,656536,668573,2018-11-21 16:11:25.911652,2018-11-25,2018-12-09,2018-11-21 03:06:02.085467,2018-11-26,542,13.80,567,,
42227,559601,201144,3105605,683679,748633,2019-07-16 16:23:06.599842,2019-08-03,2019-09-04,2019-06-21 09:45:00.743054,2019-07-31,1793,,10244,1793,2.78
10644,343058,,211587,546609,639361,2019-06-09 20:35:12.139321,2018-07-30,2018-09-10,2018-07-12 09:09:19.487645,2018-08-02,5491,1.17,5491,5491,0.91
49865,585495,,3106077,683679,748739,2019-07-23 22:00:19.848287,2019-11-05,2019-11-05,2019-07-29 07:18:03.775822,2019-10-09,738,74.48,738,,
15635,470601,,2354797,656536,668561,2018-10-31 17:02:16.341354,2019-01-04,2019-02-15,2018-12-29 06:47:04.154775,2018-12-29,355,36.50,355,,
29632,525776,,2860857,656536,668660,2019-03-18 12:04:17.487014,2019-04-30,2019-05-14,2019-04-21 05:12:17.25151,2019-04-30,296,25.28,296,,
9565,366656,,1563078,656536,668561,2018-07-31 11:20:58.024134,2018-08-16,2018-09-01,2018-08-01 09:49:28.559328,2018-08-01,473,23.95,473,,
55873,620728,,3107985,683679,749086,2019-09-05 16:00:21.703395,2019-12-27,2019-12-27,2019-09-17 01:45:54.08784,2019-11-21,39696,11.41,39696,,
34434,524396,,661948,546609,631676,2019-06-11 02:03:43.97764,2019-05-27,2019-06-28,2019-04-18 07:55:29.571874,2019-05-29,879,19.65,879,,
42994,582896,,3177916,730503,751328,2019-06-20 20:06:45.053698,2019-07-29,2019-10-06,2019-07-24 09:05:07.40345,2019-07-30,823,5.02,823,,
39154,551524,,3065572,656536,668631,2019-05-15 09:51:09.770549,2019-06-19,2019-07-03,2019-06-04 08:57:49.702099,2019-06-14,650,21.12,650,,
52763,611501,,3176789,730503,754566,2019-08-14 00:21:41.330605,2019-09-23,2019-11-10,2019-09-04 01:41:27.731664,2019-09-16,789,171.50,789,,
12433,422991,,1413912,656536,668660,2018-08-22 07:43:58.05371,2018-10-10,2018-10-24,2018-09-28 09:57:42.254812,2018-10-10,788,21.20,788,,
49629,595192,,3106278,683679,748386,2019-07-22 22:00:31.356047,2019-09-21,2019-10-27,2019-08-12 14:28:34.596124,2019-09-21,1024,12.27,1024,,
42213,559601,201144,3105619,683679,748633,2019-07-16 16:23:06.538704,2019-08-18,2019-09-04,2019-06-21 09:45:00.743054,2019-07-31,2049,,2561,2049,8.04
51715,621119,,615290,546609,631676,2019-09-13 02:01:54.085157,2019-10-14,2019-11-25,2019-09-17 08:04:17.199573,2019-10-10,1318,15.06,1318,,
5168,158243,,1208355,546609,639363,2018-08-08 22:09:23.261572,2018-01-08,2018-03-02,2018-01-26 11:11:51.510409,2018-02-06,593,77.55,593,593,77.55
5083,128171,,48923,546609,631676,2018-08-08 22:10:03.209816,2017-12-15,2018-01-26,2017-11-06 02:29:29.796372,2017-12-11,1107,13.67,1107,,
16813,478384,,2390246,656536,702454,2018-11-07 13:11:10.396501,2019-01-25,2019-03-01,2019-01-14 11:37:53.42441,2019-01-26,271,31.84,271,,
13960,441711,,2139822,656536,702454,2018-10-03 15:11:44.759049,2018-11-10,2018-12-13,2018-11-02 06:12:28.614568,2018-12-07,69,22.45,69,,
33458,524380,176424,1589296,546609,631676,2019-06-19 02:01:34.074123,2019-05-25,2019-06-28,2019-04-18 07:43:50.626598,2019-05-21,1538,19.52,1538,1538,19.53
12030,372504,,1024518,546609,639558,2018-11-14 03:01:30.417384,2018-10-12,2018-10-22,2018-08-06 11:25:17.333401,2018-09-21,0,21.83,1098,1098,21.83
49619,614013,,3105602,683679,748633,2019-07-22 22:00:09.868221,2019-09-28,2019-11-23,2019-09-06 09:03:16.803,2019-09-28,3227,1.66,3227,,
10240,318567,,1024343,546609,631676,2019-06-09 20:35:11.93486,2018-07-15,2018-08-10,2018-06-21 08:28:52.476277,2018-07-15,615,92.15,615,615,92.15
11403,415312,,1705132,656536,668574,2018-07-13 14:16:49.971241,2018-09-20,2018-10-04,2018-09-14 05:18:38.056516,2018-09-20,5,38.25,5,,
17445,470601,,2393784,656536,668561,2018-11-09 14:03:31.1903,2019-01-17,2019-03-04,2019-01-14 05:31:42.816028,2019-01-14,39,16.55,158,,
42158,555317,,3106494,683679,748067,2019-07-11 02:43:03.458746,2019-08-24,2019-08-25,2019-06-11 08:05:12.192534,2019-07-17,1024,,2049,512,1.29
8354,264982,,1383417,656536,668631,2018-03-22 09:55:17.004278,2018-05-13,2018-05-24,2018-04-28 09:14:58.435461,2018-05-04,39,12.47,39,,
40449,590888,,2726734,656536,702454,2019-05-24 09:49:01.237531,2019-08-21,2019-10-05,2019-08-06 04:50:47.902872,2019-08-07,276,27.44,276,,
42221,556257,,3106225,683679,748940,2019-07-16 16:23:07.65719,2019-08-14,2019-09-18,2019-06-12 07:57:44.968462,2019-08-13,512,,512,512,32.58
42201,555317,,3106697,683679,748067,2019-07-12 00:23:52.04602,2019-07-13,2019-08-20,2019-06-11 08:06:56.658173,2019-07-17,1024,,1024,1024,3.84
46837,614013,,3105606,683679,749342,2019-07-16 16:23:04.826758,2019-09-28,2019-10-26,2019-09-06 09:03:16.803,2019-09-28,820,,820,,
12928,441245,,2068510,656536,668574,2018-09-08 09:35:38.856396,2018-11-08,2018-11-22,2018-11-01 14:28:22.27651,2018-11-08,1104,25.61,1104,,
56426,619625,,3106946,683679,749243,2019-09-10 18:00:16.332402,2019-11-09,2019-11-30,2019-09-16 01:29:42.993492,2019-10-29,512,23.60,512,,
40671,590888,,3112142,656536,702454,2019-07-19 13:36:51.554443,2019-08-07,2019-09-22,2019-08-06 04:50:47.902872,2019-08-07,89,27.44,89,,
4913,128160,,1161533,546609,639361,2018-08-08 22:09:24.118776,2017-11-27,2018-01-08,2017-11-06 01:46:06.0283,2017-11-17,2636,3.49,2636,2636,3.49
