shipment_id,shipment_created_in_system_date,mode,bco,freight_service,freight_type,incoterms,contains_dangerous_goods,supplier_company_id,consignee_company_id,supplier_lat,supplier_lng,departure_port,arrival_port,inland_port,consignee_final_destination_lat,consignee_final_destination_lng,tradelane,freight_carrier,actual_cargo_ready_date,scheduled_departure_port_departure_date,actual_departure_port_departure_date,scheduled_arrival_port_arrival_date,actual_arrival_port_arrival_date,scheduled_inland_port_arrival_date,actual_inland_port_arrival_date,scheduled_delivery_date,actual_delivery_date,includes_customs,target_net_revenue,estimated_total_cost,actual_total_cost,actual_total_invoice,actual_net_revenue
120126,2017/10/11,Ocean FCL,f,CY to CY,Port to Port,FOB,f,631676,546609,22.62752533,112.6142893,"Yantian, China","Vancouver, Canada","Montreal, QC",,,TPEB,National Airlines,2017/11/2,2017/11/5 17:00,2017/11/5 23:13,2017/11/24 17:00,2017/11/25 05:11,2017/12/6 17:00,2017/12/6 15:25,,,f,551.4,5513.96,9939.63,11608.33,1668.7
494391,2019/2/21,Ocean FCL,f,CY to CY,Port to Door,FOB,f,639363,546609,29.96559873,119.4564587,Ningbo,"Vancouver, Canada","Montreal, QC",45.14330373,-72.23200027,TPEB,National Airlines,2019/3/15,2019/3/22 23:00,2019/3/22 23:47,2019/4/6 19:00,2019/4/6 12:04,2019/4/15 16:00,2019/4/15 17:50,2019/4/17 16:00,2019/4/17 16:00,f,1060.83,10608.31,10695.39,11130.75,435.36
361793,2018/7/27,Air,f,CFS to CFS,Port to Door,FOB,f,680817,654884,22.44673783,113.7999428,HKG - Hong Kong - Hong Kong,LAX - Los Angeles - CA,,33.98724883,-118.6722042,TPEB,Singapore Airlines Cargo Pte. Ltd.,2018/7/28,2018/7/30 16:00,2018/7/30 16:00,2018/8/1 03:41,2018/8/1 03:41,,,2018/8/2 07:00,2018/8/3 00:15,t,3696.52,74460.95,101676.04,74460.95,-27215.09
345653,2018/7/14,Air,f,CFS to CFS,Door to Door,EXW,t,558041,547503,33.60474946,-118.3044905,LAX - Los Angeles - CA,HKG - Hong Kong - Hong Kong,,22.12695646,113.8400255,TPWB,Schreiner Airways,2018/7/16,2018/7/19 07:00,2018/7/19 07:00,2018/7/20 16:00,2018/7/20 16:00,,,2018/7/26 04:00,2018/7/25 16:00,f,1729.94,17299.38,24414.07,17299.38,-7114.69
528652,2019/4/25,Ocean FCL,f,CY to CY,Port to Port,FOB,f,631676,546609,22.62550376,112.6122678,"Yantian, China","Los Angeles, CA",,33.62193276,-118.3265082,TPEB,Gabon Airlines Cargo,2019/5/28,2019/6/8 10:00,2019/6/8 02:15,2019/6/24 19:00,2019/6/24 18:49,,,2019/7/4 19:00,2019/7/3 19:00,t,557.6,5881.06,4481.43,5698.5,1217.07
41011,2016/8/22,Ocean FCL,f,CY to CY,Port to Door,FOB,f,631676,546609,22.62945734,112.6218533,"Yantian, China","Los Angeles, CA",,33.62118634,-118.3272417,TPEB,"Air Cargo Carriers, Inc.",2016/9/21,2016/9/25 16:00,2016/9/24 16:00,2016/10/11 07:00,2016/10/11 07:00,,,2016/10/18 00:00,2016/10/18 00:00,f,671.31,6713.06,6986.17,7234.7,248.53
497064,2019/2/27,Air,f,CFS to CFS,Door to Door,EXW,t,635558,543943,31.60202124,119.7159072,"ChangZhou, 32",AMS - Amsterdam - Netherlands,,51.21611024,11.82062524,FEWB,Air Togo,2019/3/16,,,2019/3/20 14:09,2019/3/20 14:09,,,2019/3/26 11:00,2019/3/26 11:00,t,1575.67,16174.06,15089.17,18865.22,3776.05
373711,2018/8/7,Air,f,CFS to CFS,Port to Door,FOB,f,693219,654884,30.65896705,121.1430561,PVG - Shanghai - China,LAX - Los Angeles - CA,,33.98530405,-118.6741389,TPEB,Business Express (Delta Connection),2018/8/7,,2018/8/13 21:08,2018/8/15 10:44,2018/8/15 10:44,,,2018/8/17 19:00,2018/8/17 17:40,t,950.52,19528.43,19686.11,19528.43,-157.68
609078,2019/8/30,Ocean FCL,f,CY to CY,Port to Door,FOB,f,725672,612365,24.37797672,117.9823347,"Xiamen, China",Seattle,"Columbus, OH",38.83949972,-83.26689028,TPEB,Gabon Airlines Cargo,2019/9/28,2019/10/2 16:00,,2019/10/20 07:00,,2019/10/27 16:00,,2019/10/28 16:00,,f,2407.95,48159.07,0,49987.42,49987.42
105827,2017/8/16,Air,f,CFS to CFS,Door to Door,FOB,f,598234,543943,22.57252233,113.8929273,HKG - Hong Kong - Hong Kong,LAX - Los Angeles - CA,,33.81005133,-117.4993327,TPEB,FLXT AIr,2017/8/17,2017/8/17 16:00,2017/8/18 04:00,2017/8/19 07:00,2017/8/19 19:00,,,2017/8/23 19:00,2017/8/23 07:00,t,2613.48,26422.6,23039.39,26437.14,3397.75
90284,2017/6/9,Air,f,CFS to CFS,Port to Door,FOB,f,598234,543943,22.57250346,113.8929085,HKG - Hong Kong - Hong Kong,LAX - Los Angeles - CA,,33.81003246,-117.4993515,TPEB,Garuda Indonesia,2017/6/10,2017/6/12 16:00,2017/6/13 16:00,2017/6/13 07:00,2017/6/14 07:00,,,56:42.3,2017/6/15 16:15,t,2848.67,28774.52,26683.88,28774.52,2090.64
560531,2019/6/19,Ocean FCL,f,CY to CY,Port to Door,FOB,f,751328,730503,28.1839793,76.7504083,"Mundra, India","Los Angeles, CA",,33.6345863,-118.5824267,TPEB,Gabon Airlines Cargo,2019/6/28,2019/7/29 06:30,2019/7/28 15:51,2019/9/1 19:00,2019/8/31 21:17,,,2019/9/16 19:00,,t,1487.12,15307.32,6152.42,18390.22,12237.8
422728,2018/9/28,Air,f,CFS to CFS,Port to Door,FOB,f,693219,654884,30.65848277,121.1425718,PVG - Shanghai - China,LAX - Los Angeles - CA,,33.98481977,-118.6746232,TPEB,Air Togo,2018/9/29,2018/10/5 04:00,2018/10/5 12:47,2018/10/5 19:00,2018/10/6 01:14,,,2018/10/10 19:00,2018/10/10 18:00,t,4021.33,81392.87,91419.59,81392.87,-10026.72
609077,2019/8/30,Ocean FCL,f,CY to CY,Port to Door,FOB,f,668631,656536,31.06679189,120.3402389,"Shanghai, China","Rotterdam, Netherlands",,51.18693089,5.416390889,FEWB,British Airways p.l.c.,2019/9/16,2019/9/23 16:00,,2019/10/22 22:00,,,,,,t,420.02,4200.25,0,4509.99,4509.99
304738,2018/6/8,Air,f,CFS to CFS,Port to Door,FOB,f,642848,543943,24.25252942,117.8858794,HKG - Hong Kong - Hong Kong,LAX - Los Angeles - CA,,33.71267342,-117.9706986,TPEB,Singapore Airlines Cargo Pte. Ltd.,2018/6/9,2018/6/11 16:00,2018/6/12 09:50,2018/6/12 07:00,2018/6/13 04:30,,,2018/6/14 07:00,2018/6/14 17:00,t,2175.96,22123.14,21938.5,22236.56,298.06
583533,2019/7/25,Ocean FCL,f,CY to CY,Port to Port,FOB,f,654310,546609,22.73177692,113.4026409,"Yantian, China","Los Angeles, CA",,33.61941892,-118.3290221,TPEB,Combimar & Agemar,2019/8/28,2019/9/5 19:00,2019/9/4 21:32,2019/9/19 19:00,,,,2019/9/29 19:00,,t,535.28,5658.28,797.38,6265.77,5468.39
229786,2018/3/21,Ocean FCL,f,CY to CY,Port to Door,FOB,f,606659,548254,10.5499757,106.3565407,"Vung Tau, Vietnam","Los Angeles, CA","Chicago, Illinois",41.3833867,-88.3804543,TPEB,"NFI Logistics (DBA: Logistic Services USA, LLC)",2018/4/2,2018/4/11 17:00,2018/4/12 06:13,2018/4/28 07:00,2018/4/28 12:26,2018/5/5 05:00,2018/5/6 14:54,2018/5/8 17:00,2018/5/8 05:00,t,1140.31,11766.77,11237.2,12872.74,1635.54
134666,2017/11/28,Ocean FCL,f,CY to CY,Port to Port,FOB,f,631676,546609,22.6224534,112.6092174,"Yantian, China","Long Beach, California",,33.6187834,-118.3296436,TPEB,G & M TRUCKING LLC,2017/12/25,2018/1/4 01:00,2018/1/4 01:00,2018/1/19 16:00,2018/1/19 16:00,,,2018/1/28 20:00,2018/1/25 08:00,f,309.88,3098.82,3020.26,3637.11,616.85
611691,2019/9/4,Air,f,CFS to CFS,Port to Door,FOB,f,668660,656536,30.48083583,120.3811608,PVG - Shanghai - China,AMS - Amsterdam - Netherlands,,51.18550983,5.414969832,FEWB,Evans Delivery Company,2019/9/16,2019/9/18 16:30,,2019/9/19 04:20,,,,2019/9/23 10:00,,t,307.76,3077.58,0,3734.67,3734.67
79010,2017/4/18,Air,f,CFS to CFS,Port to Door,FOB,f,600208,583732,22.04492543,113.9059644,HKG - Hong Kong - Hong Kong,LAX - Los Angeles - CA,,33.70676343,-118.4318056,TPEB,QFS Transportation,2017/4/20,2017/4/24 04:00,2017/4/24 04:00,2017/4/24 19:00,2017/4/24 19:00,,,2017/4/27 19:00,2017/4/28 07:00,t,960.46,9892.72,9410.14,11440.47,2030.33
93836,2017/6/26,Air,f,CFS to CFS,Port to Door,FOB,f,598234,543943,22.56991501,113.89032,HKG - Hong Kong - Hong Kong,LAX - Los Angeles - CA,,33.80744401,-117.50194,TPEB,QFS Transportation,2017/6/27,2017/6/27 16:00,2017/6/27 16:00,2017/6/29 07:00,2017/6/29 07:00,,,2017/7/3 19:00,2017/6/29 07:00,t,2402.95,24317.66,20802.65,24317.66,3515.01
218972,2018/3/7,Air,f,CFS to CFS,Port to Door,FOB,f,632221,546609,22.74793636,112.8476114,CAN - Guangzhou - China,YUL - Montreal - Canada,,45.22272436,-74.03707464,TPEB,FlyBE,2018/3/14,2018/3/15 16:00,2018/3/16 07:41,2018/3/22 16:00,2018/3/22 04:00,,,2018/3/29 16:00,2018/3/29 04:00,f,463.19,4631.89,4040.93,5095.07,1054.14
595583,2019/8/13,Ocean FCL,f,CY to CY,Port to Door,FOB,f,748739,683679,22.54042768,113.5281757,Ningbo,"Los Angeles, CA","Dallas, TX",32.62310868,-97.18434932,TPEB,Air Creebec,2019/10/8,2019/10/15 04:00,,2019/10/28 19:00,,2019/11/3 05:00,,2019/11/7 18:00,,t,526.12,10886.28,0,9906.56,9906.56
164891,2018/2/6,Ocean FCL,f,CY to CY,Port to Door,FOB,t,598234,543943,22.75506687,113.6872729,"Hong Kong, Hong Kong","Los Angeles, CA",,33.79090087,-117.5009991,TPEB,Balkan Bulgarian Airlines,2018/2/14,2018/2/18 16:00,2018/2/18 16:04,2018/3/4 08:00,2018/3/4 22:43,,,2018/3/8 08:00,2018/3/8 05:00,t,851.84,8956.66,7100.71,9821.62,2720.91
282907,2018/5/17,Air,f,CFS to CFS,Port to Door,FOB,f,600208,583732,13.38247759,102.3054756,BKK - Bangkok - Thailand,LAX - Los Angeles - CA,,33.87739259,-117.7092364,TPEB,QFS Transportation,2018/5/18,2018/5/18 17:00,2018/5/18 17:00,2018/5/25 19:00,2018/5/25 07:00,,,2018/5/31 07:00,2018/5/31 18:00,t,2695.12,27239.62,28122.5,29087.51,965.01
413310,2018/9/11,Ocean FCL,f,CY to CY,Port to Port,FOB,f,639558,546609,22.56256954,112.9777745,"Yantian, China","Long Beach, California",,33.61613654,-118.3323045,TPEB,G & M TRUCKING LLC,2018/10/31,2018/11/7 16:00,2018/11/6 22:17,2018/11/21 15:00,2018/11/21 15:00,,,2018/12/1 20:00,2018/11/29 20:00,f,719.71,7197.11,6964,7721.59,757.59
597522,2019/8/15,Air,f,CFS to CFS,Door to Door,DDP,t,547503,547503,22.36365432,113.5885073,HKG - Hong Kong - Hong Kong,AMS - Amsterdam - Netherlands,,51.32115532,4.725812318,FEWB,Voltrans Logistics Co.,2019/8/15,2019/8/17 05:30,2019/8/17 04:00,2019/8/19 16:05,2019/8/19 10:00,,,2019/8/30 06:00,2019/8/30 10:00,t,913.94,9139.65,1959.97,9139.65,7179.68
409043,2018/9/4,Ocean FCL,f,CY to CY,Port to Port,FOB,f,649537,546609,30.83415722,120.7788082,"Shanghai, China","Long Beach, California",,33.61541822,-118.3330228,TPEB,G & M TRUCKING LLC,2018/9/28,2018/10/2 01:00,2018/10/3 04:00,2018/10/16 15:00,2018/10/16 15:00,,,2018/10/26 19:00,2018/10/20 07:00,f,701.03,7010.3,6844.15,6937.43,93.28
440472,2018/10/31,Ocean FCL,f,CY to CY,Port to Port,FOB,f,631676,546609,22.6187591,112.6055231,"Yantian, China","Long Beach, California",,33.6151881,-118.3332529,TPEB,Combimar & Agemar,2018/11/29,2018/12/5 06:00,2018/12/3 20:11,2018/12/20 08:00,2018/12/20 22:10,,,2018/12/30 20:00,2019/1/3 20:00,t,872.75,9091.88,6697.71,9290.23,2592.52
580745,2019/7/21,Ocean FCL,f,CY to CY,Port to Port,FOB,f,584585,546609,29.95703169,119.4478917,Ningbo,"Los Angeles, CA",,33.61516769,-118.3333223,TPEB,Combimar & Agemar,2019/8/1,2019/8/16 04:00,2019/8/15 15:31,2019/8/23 07:00,2019/8/28 10:55,,,2019/9/7 12:00,2019/8/30 19:00,f,446.91,4469.1,4305.84,4664.42,358.58
574566,2019/7/11,Ocean FCL,f,CY to CY,Port to Port,FOB,f,654310,546609,22.72740639,113.3982704,"Yantian, China","Los Angeles, CA",,33.61504839,-118.3333926,TPEB,Combimar & Agemar,2019/7/31,2019/8/9 04:00,2019/8/7 09:24,2019/8/23 19:00,2019/8/23 10:54,,,2019/9/2 12:00,2019/8/29 19:00,t,568.17,5987.79,5029.63,6294.09,1264.46
442517,2018/11/5,Air,f,CFS to CFS,Port to Door,FOB,f,598234,543943,32.12607668,107.0577597,HKG - Hong Kong - Hong Kong,AMS - Amsterdam - Netherlands,,51.20916168,11.81367668,FEWB,Nationwide Air,2018/11/10,2018/11/11 22:30,2018/11/11 16:00,2018/11/13 07:30,2018/11/12 23:00,,,2018/11/15 11:00,2018/11/14 23:00,t,4068.29,41354.71,35682.15,46470.05,10787.9
503878,2019/3/13,Ocean FCL,f,CY to CY,Port to Door,FOB,f,609571,552355,35.58374197,103.917479,"Yantian, China",Seattle,,46.94314797,-122.507263,TPEB,Orient Thai Airlines,2019/3/23,2019/4/2 04:00,2019/4/1 22:06,2019/4/24 19:00,2019/4/25 03:27,,,2019/4/26 19:00,2019/4/26 19:00,t,636.64,7019.76,7046.3,8355.69,1309.39
96662,2017/7/8,Air,f,CFS to CFS,Port to Door,FOB,f,628973,543943,29.75914817,120.8765902,PVG - Shanghai - China,LAX - Los Angeles - CA,,33.70481617,-117.9757868,TPEB,Air Togo,2017/7/24,2017/7/25 16:00,2017/7/26 04:00,2017/7/27 07:00,2017/7/25 19:00,,,2017/7/28 19:00,2017/7/28 07:00,t,4035.44,40643.21,39254.66,40841.95,1587.29
487243,2019/2/1,Ocean FCL,f,CY to CY,Port to Port,FOB,f,632222,546609,29.70503968,121.2748757,Ningbo,"Los Angeles, CA",,33.61305968,-118.3353813,TPEB,Combimar & Agemar,2019/2/25,2019/3/3 04:00,2019/3/3 14:47,2019/3/16 19:00,2019/3/16 21:25,,,2019/3/26 19:00,2019/3/20 19:00,t,588.06,6245.43,4768.7,6201.65,1432.95
409099,2018/9/4,Ocean FCL,f,CY to CY,Port to Port,FOB,f,649537,546609,30.8317778,120.7764288,"Shanghai, China","Los Angeles, CA",,33.6130388,-118.3354022,TPEB,Gabon Airlines Cargo,2018/10/17,2018/10/21 16:00,2018/10/20 16:00,2018/11/5 08:00,2018/11/5 08:00,,,2018/11/15 08:00,2018/11/16 08:00,f,766.09,7660.95,7841.89,7587.98,-253.91
567898,2019/7/1,Ocean FCL,f,CY to CY,Port to Port,FOB,f,632222,546609,29.7050028,121.2748388,Ningbo,"Los Angeles, CA",,33.6130228,-118.3354182,TPEB,Combimar & Agemar,2019/7/9,2019/7/19 22:00,2019/7/20 04:26,2019/8/2 19:00,2019/8/2 11:34,,,2019/8/12 12:00,2019/8/7 19:00,t,486.51,5229.91,4914.72,5326.22,411.5
426487,2018/10/8,Air,f,CFS to CFS,Port to Door,FOB,f,637012,548254,22.05916055,113.9215645,HKG - Hong Kong - Hong Kong,JFK - New York - NY,,40.30777655,-75.99048645,TPEB,QFS Transportation,2018/10/16,,2018/10/17 05:25,2018/10/17 23:30,2018/10/17 23:30,,,2018/10/23 16:00,2018/10/23 15:00,t,2408.74,24452.22,25137.22,26270.23,1133.01
146790,2018/1/10,Ocean FCL,f,CY to CY,Port to Port,FOB,f,610548,546609,22.75639062,112.9079246,"Yantian, China","Vancouver, Canada","Montreal, QC",,,TPEB,National Airlines,2018/1/20,2018/1/31 03:00,2018/1/31 01:28,2018/2/24 08:00,2018/2/26 04:02,2018/3/8 17:00,2018/3/8 02:33,,,f,1081.73,10817.34,10627.64,10773.56,145.92
593844,2019/8/9,Ocean FCL,f,CY to CY,Port to Door,FOB,f,619714,548913,23.54323122,114.4897952,"Yantian, China","Savannah, Georgia",,33.68809822,-84.37018878,TPEB,Aerochago Airlines,2019/8/26,2019/9/5 11:00,2019/9/4 15:22,2019/10/9 23:30,,,,2019/10/15 16:00,,t,8812.46,88489.46,4701.68,89618.09,84916.41
215274,2018/3/2,Ocean FCL,f,CY to CY,Port to Port,FOB,f,633728,546609,22.52591328,113.0140323,"Yantian, China","Long Beach, California",,33.61268228,-118.3357587,TPEB,G & M TRUCKING LLC,2018/4/23,,2018/5/1 16:00,2018/5/16 07:00,2018/5/16 07:00,,,2018/5/25 07:00,2018/5/23 07:00,f,354.66,3546.57,2883.96,2043.29,-840.67
586212,2019/7/30,Ocean FCL,f,CY to CY,Port to Port,FOB,f,639363,546609,29.95454453,119.4454045,Ningbo,"Long Beach, California",,33.61268053,-118.3358095,TPEB,Combimar & Agemar,2019/8/24,2019/8/31 08:00,2019/8/31 23:26,2019/9/14 19:00,2019/9/14 11:15,,,2019/9/24 19:00,,f,402.53,4025.29,0,4670.39,4670.39
550239,2019/6/1,Ocean FCL,f,CY to CY,Port to Port,FOB,f,631676,546609,22.61608017,112.6028442,"Yantian, China","Los Angeles, CA",,33.61250917,-118.3359318,TPEB,Air Creebec,2019/6/21,2019/6/27 16:00,2019/6/28 04:00,2019/7/13 07:00,2019/7/13 19:00,,,2019/7/23 12:00,2019/7/18 19:00,t,548.81,5794.65,5243.76,5576,332.24
541512,2019/5/17,Ocean FCL,f,CY to CY,Port to Door,FOB,f,606659,548254,10.58074267,106.3642427,"Cai Mep, Vietnam (Int. Terminal)","New York, NY / Newark, NJ",,40.30713867,-75.99112433,TPEB,Combimar & Agemar,2019/5/30,2019/6/3 02:00,2019/6/3 13:23,2019/6/30 23:00,2019/7/1 19:14,,,2019/7/9 11:00,2019/7/9 11:00,t,868.08,9045.73,9548.45,9792.52,244.07
126617,2017/10/31,Ocean FCL,f,CY to CY,Door to Door,EXW,f,627697,548254,45.05918531,9.805375308,"Genoa, Italy",Baltimore,"Chicago, Illinois",41.37645631,-88.38738469,TAWB,Singapore Airlines Cargo Pte. Ltd.,2017/12/21,2018/1/4 11:00,2018/1/2 23:00,2018/1/23 17:00,2018/1/23 14:23,2018/1/27 18:00,2018/1/28 06:00,2018/2/13 18:00,2018/2/13 06:00,t,2104,21392.51,21552.59,23436.36,1883.77
330231,2018/7/2,Air,f,CFS to CFS,Port to Door,FOB,f,606659,548254,10.54276125,106.3493262,SGN - Ho Chi Minh City - Vietnam,EWR - Newark - NJ,JFK - New York - NY,40.30642525,-75.99183775,TPEB,KLM Royal Dutch Airlines,2018/7/12,2018/7/13 05:00,2018/7/12 23:20,2018/7/16 20:17,2018/7/16 20:17,2018/7/18 17:30,2018/7/18 17:30,2018/7/25 04:00,2018/7/25 18:30,t,4215.63,42521.41,42788.23,46737.04,3948.81
239266,2018/4/2,Ocean FCL,f,CY to CY,Port to Door,FOB,f,598641,543943,22.37601054,113.7389535,"Hong Kong, Hong Kong","Los Angeles, CA",,33.78537654,-117.5065235,TPEB,Air Creebec,2018/4/13,2018/4/18 16:00,2018/4/18 16:00,2018/5/5 07:00,2018/5/6 07:00,,,2018/5/9 07:00,2018/5/10 02:00,t,8648.85,87038.47,28515.36,38293.72,9778.36
135471,2017/11/30,Air,f,CFS to CFS,Port to Door,FOB,f,606659,548254,10.54158341,106.3481484,SGN - Ho Chi Minh City - Vietnam,BOS - Winthrop - MA,ORD - Chicago - IL,41.37499441,-88.38884659,TPEB,Nationwide Air,2017/12/11,2017/12/12 05:00,2017/12/11 17:00,2017/12/14 06:00,2017/12/14 05:00,2018/1/8 18:00,2018/1/9 06:00,2018/1/10 18:00,2018/1/10 06:00,t,222.43,2513.59,2328.91,3011.55,682.64
504549,2019/3/14,Air,f,CFS to CFS,Port to Door,FOB,t,598234,543943,22.50540775,113.8647878,HKG - Hong Kong - Hong Kong,AMS - Amsterdam - Netherlands,,51.20531275,11.80982775,FEWB,Pacific Cascade Trucking LLC,2019/3/15,2019/3/19 13:59,2019/3/19 13:59,2019/3/21 11:00,2019/3/21 11:00,,,2019/3/26 11:00,2019/3/26 11:00,t,1104.59,11411.21,9671.93,12742.79,3070.86
134782,2017/11/28,Air,f,CFS to CFS,Port to Door,FOB,f,598234,543943,22.75199945,113.4857235,HKG - Hong Kong - Hong Kong,LAX - Los Angeles - CA,,33.70301545,-117.9803565,TPEB,QFS Transportation,2017/11/29,2017/11/29 16:00,2017/11/29 16:00,2017/11/30 08:00,2017/11/30 08:00,,,2017/12/4 08:00,2017/12/4 18:00,t,2829.86,28587.97,36587.67,28587.97,-7999.7
609498,2019/8/31,Air,f,CFS to CFS,Door to Door,DDP,t,547503,547503,22.35768626,113.5825393,HKG - Hong Kong - Hong Kong,AMS - Amsterdam - Netherlands,,51.31518726,4.719844258,FEWB,Voltrans Logistics Co.,2019/8/31,2019/9/3 03:50,2019/9/3 04:00,2019/9/5 10:00,2019/9/5 10:00,,,2019/9/11 10:00,2019/9/11 10:00,t,165.51,1655.4,233.85,1655.4,1421.55
583182,2019/7/24,Air,f,CFS to CFS,Door to Door,DDP,t,547503,547503,22.25802636,113.6717374,HKG - Hong Kong - Hong Kong,FRA - Frankfurt - Germany,,50.01499836,9.904547361,FEWB,Pacific Cascade Trucking LLC,2019/7/25,,2019/7/28 13:10,24:55.6,24:55.6,,,2019/8/2 10:00,2019/8/2 10:00,f,1186.29,11862.89,2906.08,11862.89,8956.81
570687,2019/7/4,Air,f,CFS to CFS,Door to Door,DDP,t,547503,547503,22.35745498,113.582308,HKG - Hong Kong - Hong Kong,AMS - Amsterdam - Netherlands,,51.31495598,4.719612976,FEWB,Voltrans Logistics Co.,2019/7/5,2019/7/8 13:45,2019/7/8 13:44,2019/7/9 08:40,2019/7/9 09:09,,,2019/7/12 10:00,2019/7/12 10:00,t,1266.26,12662.84,1568.15,12662.84,11094.69
50141,2016/10/24,Ocean FCL,f,CY to CY,Port to Door,FOB,f,600208,583732,22.05691308,113.8680971,"Hong Kong, Hong Kong","Los Angeles, CA",,33.69785508,-118.4407809,TPEB,DAC Air SA,2016/10/29,2016/11/1 16:00,2016/11/1 16:00,2016/11/17 08:00,2016/11/17 08:00,,,2016/11/25 08:00,2016/11/22 08:00,t,1370.64,9427.1,9144.35,13842.44,4698.09
592203,2019/8/7,Ocean FCL,f,CY to CY,Port to Door,FOB,f,754566,730503,22.70893176,113.6019388,"Yantian, China","Los Angeles, CA",,33.62326576,-118.5937472,TPEB,Gabon Airlines Cargo,2019/8/15,2019/8/22 16:00,2019/8/22 18:34,2019/9/9 19:00,2019/9/9 21:54,,,2019/9/13 12:00,,t,561.55,5981.06,3579.25,6415.3,2836.05
543364,2019/5/21,Ocean FCL,f,CY to CY,Port to Door,FOB,f,675665,583732,22.03016058,113.9372316,"Hong Kong, Hong Kong","Los Angeles, CA",,33.85135458,-117.7148564,TPEB,Aerochago Airlines,2019/6/3,2019/6/12 07:00,2019/6/10 21:34,2019/6/28 19:00,2019/6/28 19:00,,,2019/7/10 15:00,2019/7/10 15:00,t,1272.69,8774.18,7925.26,9327.05,1401.79
414777,2018/9/13,Ocean FCL,f,CY to CY,Port to Door,FOB,t,642848,543943,24.2413457,117.8746957,"Xiamen, China","Los Angeles, CA",,33.7678417,-118.2321953,TPEB,G & M TRUCKING LLC,2018/9/25,2018/10/3 01:30,2018/10/3 05:00,2018/10/17 07:00,2018/10/17 07:00,,,2018/10/29 19:00,2018/10/29 16:00,t,1288.93,16725.26,12359.85,17935.74,5575.89
513651,2019/4/1,Ocean FCL,f,CY to CY,Port to Port,FOB,f,631676,546609,22.6122007,112.5989647,"Yantian, China","Los Angeles, CA",,33.6086297,-118.3398113,TPEB,Gabon Airlines Cargo,2019/4/25,2019/5/3 18:00,2019/5/3 00:29,2019/5/19 00:00,2019/5/20 10:54,,,2019/5/28 12:00,2019/5/23 19:00,t,601.17,6318.79,5703.45,6508.45,805
143851,2017/12/30,Ocean FCL,f,CY to CY,Port to Port,FOB,f,639363,546609,29.95031245,119.4411724,Ningbo,"Long Beach, California",,33.60834945,-118.3400776,TPEB,G & M TRUCKING LLC,2018/1/10,2018/1/16 11:00,2018/1/16 11:00,2018/1/30 00:00,2018/1/30 00:00,,,2018/2/8 20:00,2018/2/1 08:00,f,456.94,4569.38,3709.33,4607.41,898.08
457343,2018/12/4,Ocean FCL,f,CY to CY,Port to Port,FOB,f,631676,546609,22.61161657,112.5983806,"Yantian, China","Los Angeles, CA",,33.60804557,-118.3403954,TPEB,Gabon Airlines Cargo,2019/1/10,2019/1/19 13:49,2019/1/20 09:25,2019/2/6 18:00,2019/2/7 22:50,,,2019/2/16 20:00,2019/2/15 20:00,t,1304.49,13352.11,11835.59,13932.18,2096.59
349539,2018/7/18,Ocean FCL,f,CY to CY,Port to Port,FOB,f,631676,546609,22.61155289,112.5983169,"Yantian, China","Long Beach, California",,33.60798189,-118.3404591,TPEB,G & M TRUCKING LLC,2018/8/17,2018/8/21 01:00,2018/8/22 08:28,2018/9/6 14:00,2018/9/6 07:00,,,2018/9/16 19:00,2018/9/12 07:00,f,586.67,5866.71,5816.97,6290.99,474.02
163583,2018/2/3,Ocean FCL,f,CY to CY,Port to Port,FOB,f,631676,546609,22.61155186,112.5983159,"Yantian, China","Long Beach, California",,33.60788186,-118.3405451,TPEB,G & M TRUCKING LLC,2018/3/30,2018/4/3 01:00,2018/4/3 01:00,2018/4/17 15:00,2018/4/17 15:00,,,2018/4/27 07:00,2018/4/24 07:00,f,414.03,4140.35,2013.12,4827.97,2814.85
160366,2018/1/30,Air,f,CFS to CFS,Port to Door,FOB,f,547315,557918,10.7223815,106.2289105,SGN - Ho Chi Minh City - Vietnam,SEA - SeaTac - WA,,47.5460065,-122.4909675,TPEB,,2018/2/12,,2018/2/12 19:25,2018/2/15 09:00,2018/2/15 09:00,,,2018/2/22 20:00,2018/2/22 08:00,t,1179.19,12221.03,10840.61,14239.69,3399.08
251919,2018/4/16,Ocean FCL,f,CY to CY,Port to Port,FOB,f,639558,546609,22.52118353,113.0085515,"Yantian, China","Long Beach, California",,33.60750053,-118.3409405,TPEB,G & M TRUCKING LLC,2018/5/21,2018/5/29 01:00,2018/5/29 17:08,2018/6/13 15:00,2018/6/13 13:24,,,2018/6/23 19:00,2018/6/21 07:00,f,371.7,3716.99,3418.46,4331.61,913.15
358797,2018/7/25,Air,f,CFS to CFS,Port to Door,FCA,f,668570,656536,29.98149215,119.8848732,PVG - Shanghai - China,AMS - Amsterdam - Netherlands,,51.17442415,5.40388415,FEWB,Maersk Air (UK),2018/7/25,2018/8/4 16:00,2018/8/5 16:00,2018/8/4 22:00,2018/8/5 22:00,,,2018/8/9 10:00,2018/8/8 22:00,t,,34558.61,29032.99,32302.53,3269.54
